group,item
7191,657
7191,23817
7191,13087
7191,9662
7191,19586
7191,21587
7191,6727
7191,3452
7191,6498
7191,22784
7192,8387
7193,3158
7193,20216
7193,3213
7193,19050
7194,1846
7194,3416
7195,6854
7195,21831
7195,9327
7195,5670
7195,18124
7195,24711
7195,12830
7195,23823
7195,2622
7195,7726
7195,6838
7195,4324
7195,7621
7195,22671
7195,6558
7195,22029
7195,1706
7195,23444
7195,173
7195,8492
7196,11150
7196,13685
7196,24769
7196,10318
7196,9513
7197,2778
7197,9159
7198,7415
7198,22364
7198,16925
7198,12176
7199,17628
7200,18766
7201,20409
7202,13808
7203,14342
7204,23231
7205,1253
7206,11701
7207,10112
7208,19210
7209,22006
7210,23753
7211,20216
7211,17837
7212,24166
7213,4403
7214,13504
7215,22316
7216,3519
7217,12238
7218,20762
7219,21972
7219,6929
7219,22705
7219,19564
7219,21957
7219,13343
7219,19210
7219,21525
7219,16779
7219,18112
7219,17837
7219,12432
7219,13371
7219,10788
7219,24298
7219,7073
7219,10822
7219,24266
7219,3289
7219,18879
7219,10946
7219,1563
7220,17444
7221,18689
7222,10181
7223,9265
7223,20854
7224,14489
7224,14865
7224,19210
7225,3357
7226,20966
7226,522
7226,613
7226,3353
7227,10726
7227,2521
7227,1036
7227,4870
7227,11098
7227,8413
7227,12955
7228,18538
7228,14723
7229,5260
7230,14346
7231,19889
7232,13432
7233,20561
7234,7980
7235,6854
7235,4359
7235,9346
7235,10121
7235,5194
7236,7675
7236,11214
7237,3466
7238,17056
7238,15406
7239,21097
7240,22706
7240,14145
7240,24054
7240,14893
7241,6428
7242,6041
7243,17040
7244,1682
7245,19915
7245,17551
7245,18255
7245,23249
7245,23860
7246,1562
7246,24652
7246,1323
7246,2474
7246,21056
7246,12463
7246,8563
7247,24412
7248,2563
7248,1675
7249,19790
7250,4504
7251,5756
7252,23737
7252,12275
7252,230
7252,8725
7252,901
7252,5025
7252,5464
7252,9708
7252,17838
7252,3135
7252,24419
7252,23235
7252,1512
7252,16490
7252,19491
7252,20775
7253,19154
7253,1838
7253,25007
7253,21599
7254,24664
7255,21300
7256,7940
7256,12917
7256,15122
7256,10098
7256,6908
7256,4860
7257,7654
7257,19259
7258,19026
7259,16779
7260,20438
7260,24919
7261,1426
7261,15160
7261,10922
7261,6350
7261,9666
7261,12421
7261,14847
7261,13512
7261,8792
7261,2651
7261,5780
7262,20080
7263,21504
7263,22074
7263,22657
7263,10006
7264,15122
7265,22434
7265,17242
7265,23494
7265,1631
7265,17291
7265,11489
7265,7609
7265,15923
7265,4550
7265,18516
7265,10015
7265,19753
7265,17868
7265,2256
7265,24707
7265,23690
7265,5064
7265,8518
7265,14814
7265,3123
7265,17876
7265,13236
7265,4964
7265,17578
7265,12258
7265,2087
7265,21806
7265,23195
7265,14111
7265,9696
7265,15121
7265,11416
7265,15608
7265,2681
7265,15809
7265,6581
7265,5846
7265,8519
7265,4962
7265,9122
7265,11438
7265,17784
7265,1218
7265,19571
7265,14399
7265,6907
7265,4549
7265,6049
7265,8694
7265,5656
7265,6018
7265,5593
7265,22771
7265,10225
7265,7460
7265,24860
7265,17050
7265,13241
7265,16206
7265,6971
7265,5838
7265,4663
7265,2230
7265,733
7265,6856
7265,14849
7265,17731
7266,9795
7266,14125
7266,485
7266,19694
7266,2
7266,10543
7266,0
7266,12399
7266,1
7266,19980
7266,14983
7266,8505
7266,19643
7267,11615
7268,10420
7269,20216
7269,21339
7270,23439
7270,12991
7270,13034
7270,8321
7271,22582
7271,15356
7272,18265
7272,9006
7273,6428
7274,2512
7275,8085
7276,9327
7277,4722
7278,19098
7278,4126
7278,10850
7278,2824
7279,10811
7280,5652
7281,14681
7282,19866
7282,21084
7283,5871
7284,16422
7285,11390
7286,13791
7287,1827
7287,16972
7287,1667
7287,23676
7287,24342
7288,19674
7288,14083
7288,17397
7288,24189
7288,18594
7288,2619
7288,8663
7288,5932
7288,21336
7288,9151
7288,14157
7289,9536
7290,19210
7291,23909
7292,20979
7293,10703
7294,22824
7294,17678
7294,14897
7294,16726
7294,15505
7295,13080
7296,2696
7297,24968
7297,12455
7297,7664
7297,2456
7297,22316
7298,22085
7299,22213
7299,7168
7300,20680
7300,16562
7300,16634
7300,4660
7300,7561
7301,12474
7302,12811
7302,4740
7302,11566
7302,4406
7302,3105
7302,772
7302,19363
7302,1130
7303,16216
7304,21957
7305,16670
7306,24955
7306,8514
7307,23766
7307,13804
7307,8789
7307,12201
7307,16004
7307,16886
7307,16387
7307,4194
7307,21975
7307,23305
7307,3832
7307,20596
7307,2977
7307,18641
7307,8790
7307,14671
7307,9239
7308,11150
7309,5058
7310,4431
7310,8331
7311,4000
7311,12347
7312,9828
7313,17628
7314,5126
7315,16161
7315,9878
7316,10826
7316,17695
7316,6506
7316,23994
7316,22258
7317,6854
7317,17254
7318,2467
7319,18689
7320,23383
7321,6018
7322,18955
7322,2665
7322,19635
7322,30
7322,22557
7322,10321
7322,10917
7322,10816
7322,15987
7322,23267
7322,13539
7322,37
7322,2009
7322,5589
7322,9152
7322,925
7322,21720
7322,10968
7322,22161
7322,7195
7323,6041
7324,23829
7325,20470
7326,16574
7326,19714
7327,9327
7328,11815
7329,10140
7330,24049
7331,12039
7331,17885
7332,18347
7333,12341
7334,21374
7335,18665
7335,12751
7336,18689
7337,8071
7338,19492
7338,23139
7339,16279
7340,6736
7341,19014
7342,6041
7342,12998
7342,20561
7343,23471
7343,23477
7344,15518
7345,18609
7346,9714
7347,6428
7347,15493
7348,14660
7348,12851
7348,16800
7349,10455
7349,10567
7349,3102
7349,4914
7349,8498
7350,9630
7350,8807
7351,8310
7352,19116
7352,13062
7353,13
7353,6041
7353,4218
7354,16604
7354,17566
7355,18689
7356,4267
7356,6417
7356,15480
7356,7411
7356,23773
7357,4216
7358,17630
7358,16972
7358,845
7359,18804
7360,12535
7361,17066
7361,24158
7361,5867
7361,22050
7361,21232
7361,19994
7361,21587
7362,22756
7363,4218
7364,9159
7365,1373
7366,19007
7366,17191
7366,23077
7367,14346
7368,7625
7368,16616
7368,13991
7369,10480
7369,749
7369,23024
7369,12457
7369,24276
7369,16603
7369,2147
7369,7125
7369,17066
7369,14747
7369,17452
7369,8415
7369,16807
7369,18358
7369,367
7369,1780
7369,12666
7369,185
7369,6747
7369,18616
7369,9042
7369,21152
7369,12859
7369,16600
7369,19524
7369,19889
7369,648
7369,4899
7369,8610
7369,22356
7369,12490
7369,16381
7369,16716
7369,1105
7369,17762
7369,20548
7369,5634
7369,21421
7369,5166
7369,24439
7369,10385
7369,6929
7369,13136
7369,2946
7369,20697
7369,14624
7369,19767
7369,5163
7369,11715
7369,10894
7369,10530
7369,21589
7369,8502
7369,10860
7369,12709
7369,9924
7369,6727
7369,8292
7369,17837
7369,2819
7369,24531
7369,1404
7369,5307
7369,5867
7369,17261
7369,20911
7369,17937
7369,20686
7369,11399
7369,16074
7369,3704
7369,12733
7369,2871
7369,55
7369,13524
7369,6524
7369,8040
7369,20577
7369,24646
7369,20230
7369,22476
7369,2447
7369,10288
7369,14146
7369,3775
7369,20446
7369,3346
7369,16235
7369,20980
7369,20075
7369,20428
7369,532
7369,18975
7369,7072
7369,19663
7369,17410
7369,23846
7369,4074
7369,16059
7369,8207
7369,3517
7369,5306
7369,9440
7369,9303
7369,22877
7369,3055
7369,21394
7369,18071
7369,16865
7369,7370
7369,10425
7369,21083
7369,12341
7369,17920
7369,886
7369,2611
7369,1284
7369,10545
7369,17613
7369,12249
7369,6619
7370,19737
7371,7860
7372,6667
7372,9346
7373,7167
7374,22588
7374,1279
7374,23120
7374,17276
7374,11885
7375,18539
7375,17406
7375,23105
7376,308
7376,14263
7376,2820
7377,1711
7378,9346
7378,3158
7379,18689
7380,8078
7380,19954
7381,7456
7382,18689
7383,15688
7384,14454
7385,21264
7386,4338
7387,10121
7388,12815
7388,19153
7388,22868
7388,23942
7388,12640
7389,24360
7390,3207
7390,926
7390,18152
7390,12341
7390,1211
7390,9890
7390,8179
7390,5260
7390,10121
7390,7530
7390,10254
7390,7265
7390,21349
7390,21837
7390,23000
7390,16282
7390,8810
7390,7109
7390,16334
7390,19010
7390,8794
7390,4013
7390,17739
7390,14768
7390,23799
7390,19301
7390,24634
7390,3891
7390,7590
7390,21743
7390,11433
7390,23251
7391,19729
7392,19524
7392,12275
7392,12434
7393,14639
7394,11440
7395,8500
7396,9159
7397,22337
7397,8531
7397,16063
7397,9161
7398,12455
7399,23275
7400,11332
7400,13358
7401,13947
7402,23075
7402,2021
7402,16628
7403,14947
7404,20746
7405,24019
7406,2979
7407,18351
7408,9346
7409,20988
7410,805
7411,4482
7412,22128
7412,15734
7413,9327
7414,10131
7415,21644
7416,9159
7417,6041
7418,6428
7419,9327
7419,24631
7420,22087
7420,5044
7420,1673
7421,12474
7422,343
7423,19267
7423,10003
7423,15313
7424,3442
7424,15418
7425,9327
7426,14532
7427,1172
7428,8276
7428,1087
7429,19487
7430,9327
7431,17040
7432,6428
7433,5040
7434,18005
7434,1381
7434,5985
7434,1215
7434,4192
7434,10554
7434,19020
7434,16693
7435,5777
7435,8835
7436,1978
7436,13458
7437,4299
7437,8767
7438,18689
7439,2819
7440,14617
7440,8416
7440,14173
7440,13609
7440,15695
7440,19277
7441,9464
7441,18538
7441,14157
7441,14146
7441,11927
7441,15166
7441,9860
7441,24453
7441,10479
7441,21716
7441,9042
7441,18334
7441,24706
7441,9170
7441,22587
7441,22579
7441,7013
7441,17568
7441,8757
7441,15808
7441,7040
7441,535
7441,23817
7441,22784
7441,13230
7441,16235
7441,22707
7441,18362
7441,19293
7441,929
7441,14693
7442,3887
7442,7440
7443,2456
7443,24968
7444,24968
7445,13685
7445,6428
7445,1253
7445,15114
7445,2652
7446,10436
7446,14204
7446,11558
7446,104
7446,20080
7446,2018
7446,10209
7446,9321
7446,1898
7447,1253
7448,11760
7449,1253
7450,14865
7450,14489
7450,6056
7450,3121
7450,22020
7450,10613
7450,21986
7450,7320
7450,21563
7450,12617
7450,5285
7451,2724
7451,9093
7451,14182
7451,927
7452,24276
7453,8004
7454,3242
7455,2439
7456,22833
7456,23879
7457,18351
7458,24709
7459,18758
7460,502
7461,20739
7461,11566
7461,22003
7461,1475
7461,17624
7462,18539
7462,23383
7463,15818
7464,7763
7464,23243
7464,16917
7464,9018
7465,23697
7466,16575
7466,19900
7467,19112
7468,21031
7468,1713
7468,19929
7468,16582
7468,9126
7468,11621
7468,17544
7468,24847
7468,21753
7469,9327
7470,6191
7470,17520
7470,15830
7470,17976
7471,9159
7472,22842
7473,23572
7473,23590
7473,21548
7473,15844
7474,19210
7474,11659
7474,2655
7474,9159
7474,4272
7475,9683
7476,6313
7476,12146
7476,6904
7476,2396
7477,22591
7477,196
7477,313
7477,23024
7477,5866
7477,12052
7477,8751
7477,19492
7477,10513
7477,17480
7477,19889
7477,22815
7477,10098
7477,8840
7477,22529
7478,21339
7479,17837
7480,19210
7481,15218
7481,5820
7482,9159
7483,23064
7484,9788
7485,11150
7486,20473
7486,6395
7486,18351
7486,17772
7486,2456
7486,12879
7486,12713
7487,6415
7488,20042
7489,6686
7490,13038
7490,12336
7491,19357
7491,7226
7491,13321
7491,17611
7491,23753
7491,21125
7491,18865
7491,21134
7492,15523
7492,7764
7493,17241
7494,21903
7495,12781
7496,21339
7496,4697
7497,19753
7498,23123
7499,18704
7499,14700
7500,16075
7500,1357
7501,20630
7502,9280
7502,10532
7502,20326
7502,19995
7502,22971
7502,17988
7503,3643
7503,19009
7503,16099
7503,22608
7503,22161
7504,10420
7505,5047
7506,8840
7506,14923
7506,18617
7506,19217
7506,19632
7506,21697
7506,21381
7507,6801
7508,4185
7509,6722
7509,9255
7509,14365
7510,4764
7510,18387
7510,24559
7510,22623
7510,22362
7511,4218
7512,16688
7512,24431
7512,1122
7512,13819
7512,21694
7512,7382
7512,19743
7512,3015
7512,12132
7512,18029
7512,10248
7512,22327
7512,18333
7512,21747
7513,21039
7514,9115
7514,145
7514,23305
7514,4473
7514,5060
7514,7510
7514,11019
7514,14671
7514,21632
7515,9342
7516,10995
7516,20762
7516,15083
7516,19776
7516,1170
7516,2449
7517,5906
7518,4999
7518,12155
7518,1002
7519,21064
7520,2914
7521,1700
7522,4111
7522,12466
7523,8746
7524,19134
7524,21766
7524,18061
7525,16802
7526,10895
7527,23036
7527,17750
7527,7288
7527,15139
7527,11962
7527,536
7527,11552
7527,14610
7527,8279
7527,8773
7527,2431
7527,15582
7527,2226
7527,23173
7527,22573
7527,1200
7527,18288
7527,17829
7527,7541
7527,4632
7527,1916
7527,10458
7527,6560
7527,5418
7527,2542
7527,17098
7527,13764
7527,15553
7527,3871
7527,20436
7527,23051
7527,6046
7527,20600
7527,21847
7527,1272
7527,15988
7527,5070
7527,9022
7527,11251
7527,8486
7527,884
7528,10420
7529,24298
7530,23024
7531,8610
7532,11710
7533,11805
7534,13845
7535,21034
7536,11515
7537,17679
7538,691
7538,12150
7538,18486
7538,22247
7538,14982
7538,11418
7539,22784
7540,1002
7541,3246
7541,17145
7541,11776
7541,1536
7541,18617
7541,15051
7541,8678
7541,2631
7541,12963
7541,20561
7541,11681
7542,1253
7543,19980
7544,7334
7544,22128
7545,1675
7545,2276
7546,1714
7546,22579
7546,12158
7546,2821
7546,21411
7546,12275
7546,24453
7546,4390
7546,9302
7546,22441
7546,13789
7546,21046
7546,10480
7546,12586
7546,23289
7546,20897
7546,12416
7546,2964
7546,21413
7546,3111
7546,24276
7546,22784
7546,18618
7546,22587
7546,1053
7546,22224
7546,7698
7547,21339
7548,5040
7549,1186
7550,21393
7551,8004
7552,22265
7553,19326
7554,9059
7554,11049
7554,11053
7555,22799
7556,18351
7557,21834
7558,6165
7559,16238
7560,12043
7560,15201
7561,15411
7562,6428
7563,9266
7564,7191
7565,11442
7565,15212
7566,14037
7567,17310
7567,12242
7567,18637
7567,22521
7567,21447
7567,17279
7567,5209
7567,25007
7568,9159
7568,14035
7569,12680
7569,5114
7569,22703
7569,14758
7569,6115
7569,1037
7569,2215
7569,17709
7569,1706
7569,11591
7569,12621
7569,3363
7569,18390
7570,9159
7571,18325
7571,21480
7571,12075
7571,13045
7571,6330
7571,13669
7571,19594
7571,23434
7571,18183
7571,13845
7571,7664
7571,16931
7571,180
7571,12903
7571,1789
7571,22106
7571,10028
7571,19182
7572,13898
7573,19050
7574,8849
7575,10112
7575,12673
7575,22316
7575,203
7575,1212
7575,2034
7575,5012
7575,20216
7576,13076
7577,5499
7577,1116
7578,18
7579,9594
7580,8072
7581,9153
7581,15094
7582,5636
7582,11541
7582,17778
7582,13997
7582,3646
7583,21548
7584,1796
7585,24292
7585,22743
7585,19628
7585,23116
7585,22735
7586,21452
7587,23173
7588,23751
7589,23678
7590,18689
7591,20050
7592,1151
7593,22815
7593,16876
7593,2178
7594,8563
7595,14624
7596,14608
7596,20617
7597,13475
7597,1087
7597,24265
7597,8276
7598,20834
7599,16618
7600,21351
7600,11051
7600,4234
7600,22436
7600,14575
7600,21768
7600,1229
7600,14531
7600,14108
7600,1804
7600,12476
7600,3913
7600,22763
7600,232
7600,22407
7600,17700
7600,5628
7600,11268
7600,22717
7600,21712
7600,25008
7600,14441
7600,3923
7600,4159
7600,21058
7600,15111
7600,16359
7600,12401
7600,10420
7600,7484
7600,16364
7601,14624
7602,9411
7602,11854
7602,11892
7603,19210
7604,404
7605,14125
7606,10117
7607,9327
7608,9327
7609,19900
7610,5040
7611,19954
7612,8840
7613,6428
7614,17661
7615,14346
7616,15710
7617,12477
7618,2220
7618,17900
7618,10070
7618,1167
7618,24000
7618,5775
7618,7644
7619,11537
7620,15185
7620,2362
7621,19638
7622,15212
7623,15979
7623,18567
7624,20127
7625,2727
7625,15921
7625,23570
7625,4865
7625,16299
7626,12916
7626,2994
7627,14927
7627,22556
7627,20835
7627,6949
7628,5040
7629,4383
7630,6214
7630,4675
7631,5876
7631,16605
7631,3409
7631,20218
7631,5907
7631,11967
7631,13329
7631,20042
7631,2144
7631,11828
7631,25059
7631,6360
7631,15829
7631,10732
7632,21879
7633,21311
7633,11980
7633,8328
7633,11401
7634,8346
7635,14835
7636,11864
7637,15452
7638,16885
7639,13254
7640,18771
7641,4090
7641,22246
7641,4523
7642,13723
7642,15879
7642,23159
7643,16272
7643,24739
7643,1517
7643,19866
7643,8357
7643,9535
7643,22942
7643,4577
7643,21809
7644,6165
7645,19707
7645,410
7645,8967
7645,19816
7645,13271
7645,15003
7645,19853
7645,8313
7645,8312
7645,24340
7646,22050
7647,10142
7648,22852
7648,13425
7648,13235
7648,24582
7648,11238
7648,21372
7648,9188
7649,4789
7650,15337
7651,21831
7652,16779
7652,20345
7652,9543
7653,12309
7654,23879
7655,7896
7655,7404
7656,20670
7656,17697
7656,14087
7657,9327
7658,9327
7659,3416
7660,12998
7661,20561
7662,23567
7663,20042
7664,9327
7665,22196
7665,1386
7666,10911
7667,11172
7668,12214
7669,9352
7669,16012
7670,1002
7671,6428
7672,17628
7673,9162
7674,22580
7675,10420
7676,15725
7676,13685
7676,16180
7676,5956
7677,1847
7678,8610
7679,9903
7680,4852
7681,9805
7681,21510
7681,13204
7681,2727
7681,17015
7681,16078
7681,7389
7681,9810
7681,9812
7681,22865
7681,1489
7681,23600
7681,13573
7681,16430
7681,9803
7681,14857
7681,4094
7681,17401
7681,18581
7681,13922
7681,9807
7681,4406
7681,5111
7681,5293
7681,17868
7681,17233
7681,9473
7681,13364
7681,1064
7681,8496
7681,3593
7681,6545
7681,6547
7681,4693
7681,6927
7681,20588
7681,19963
7681,17355
7681,17418
7681,18066
7681,17428
7682,23890
7682,1723
7682,2270
7682,11427
7682,13008
7683,6518
7684,14791
7684,6349
7685,1941
7685,11606
7686,18851
7687,9327
7688,1950
7689,21630
7690,22487
7691,1827
7691,13783
7691,20661
7691,20662
7692,11860
7692,12371
7693,23703
7693,12034
7693,24765
7693,20253
7693,22332
7693,24454
7693,7678
7693,19961
7693,6628
7693,9134
7693,15368
7693,16956
7693,22089
7693,4714
7693,17738
7693,14709
7693,11105
7693,21488
7693,5751
7693,10535
7693,10397
7693,2425
7693,15301
7693,3537
7694,20347
7694,11979
7694,24797
7694,12055
7695,20347
7696,24883
7697,19293
7698,9598
7698,3812
7698,5754
7699,10643
7700,13990
7700,5932
7700,3026
7700,22128
7700,261
7700,3844
7701,4747
7702,5269
7703,21548
7703,19210
7703,23590
7703,1780
7703,24503
7703,4479
7703,17837
7703,23956
7703,18082
7703,3107
7703,8619
7703,6219
7703,24043
7703,20059
7703,5939
7703,24201
7703,6709
7704,544
7704,23391
7704,13974
7704,11290
7705,4719
7706,16221
7706,18351
7706,3120
7707,17837
7708,11092
7709,8071
7710,16479
7711,7510
7712,4090
7713,4272
7714,7403
7715,11076
7716,7723
7716,14282
7716,3161
7717,18689
7718,22842
7718,9159
7719,9327
7720,2125
7721,3024
7722,13845
7723,18124
7724,22021
7724,10157
7724,11628
7724,525
7724,12187
7724,20568
7724,16157
7724,738
7724,23709
7724,17232
7724,20866
7724,23955
7724,18408
7724,14435
7724,19149
7724,16836
7724,19903
7724,7856
7724,13674
7724,13877
7724,204
7724,12801
7724,16129
7724,5204
7724,19179
7724,19104
7724,23870
7724,17264
7724,1510
7724,22143
7724,23209
7724,15810
7724,10261
7724,13409
7724,23580
7724,13703
7724,21762
7724,601
7724,6804
7724,19339
7724,2453
7724,6076
7724,15417
7724,14779
7724,6173
7724,15712
7724,10560
7724,18952
7724,8381
7725,9154
7726,17607
7726,10119
7726,15259
7727,20000
7728,5861
7728,11971
7729,21958
7730,4062
7730,24768
7730,3600
7730,6223
7730,13348
7730,17071
7730,22103
7730,4955
7730,13733
7730,15023
7731,302
7731,15146
7732,22705
7732,16616
7733,21446
7733,7146
7733,5545
7733,18963
7733,4792
7734,9342
7735,20977
7736,18351
7737,10989
7738,19009
7739,19954
7739,10215
7740,9327
7741,24726
7742,11760
7743,17552
7744,18362
7744,26
7745,8658
7746,5803
7746,16175
7746,16314
7746,17197
7747,18583
7748,4745
7749,17590
7750,6822
7751,172
7752,4139
7752,5993
7752,12745
7752,14711
7752,4489
7752,20385
7752,14052
7752,18029
7752,1471
7752,23360
7753,18010
7754,9770
7755,53
7756,21548
7757,9327
7758,8310
7759,21136
7759,5831
7759,914
7760,14624
7761,1253
7761,9327
7762,14927
7763,9162
7764,20661
7765,14809
7765,11890
7765,23931
7765,4044
7766,20127
7767,9459
7767,9166
7767,104
7768,6059
7769,19014
7770,23024
7770,12647
7771,21411
7772,7394
7773,5015
7774,10707
7775,13078
7776,1454
7776,1297
7777,3627
7777,23799
7777,17110
7777,22725
7777,21884
7778,20963
7778,2795
7779,667
7780,19014
7780,16555
7781,14186
7782,18061
7782,8546
7782,1428
7782,23092
7782,10285
7782,16110
7782,723
7782,21944
7782,17380
7782,1340
7783,2771
7784,9327
7785,18758
7786,16360
7786,6392
7786,16763
7786,22404
7786,12833
7787,428
7787,2111
7788,11471
7788,19654
7788,502
7789,14243
7790,12125
7791,9769
7792,6041
7793,9035
7794,6340
7795,24050
7796,5237
7797,785
7798,16650
7799,5040
7800,10942
7800,1259
7800,22782
7800,5283
7801,18689
7802,23275
7802,22952
7802,14739
7803,22481
7804,6428
7804,9327
7805,513
7806,12033
7806,2089
7806,8028
7806,21109
7806,18238
7806,24173
7807,22595
7808,12695
7809,18689
7810,13230
7811,22815
7812,10441
7812,13789
7812,15008
7812,261
7812,21957
7812,10204
7812,17241
7812,16046
7812,6497
7812,6495
7812,3844
7812,18028
7812,20431
7813,21039
7814,3815
7814,528
7815,17578
7816,22007
7816,21902
7816,24126
7816,8271
7816,21486
7817,14353
7818,20509
7818,19900
7819,21280
7820,21339
7821,1318
7822,6103
7823,20532
7824,23672
7824,13628
7824,20533
7825,14342
7825,14699
7826,15507
7827,3587
7828,19823
7829,21119
7829,15935
7829,19479
7829,23217
7830,6284
7831,15278
7832,21548
7833,15342
7834,24473
7835,11763
7836,22848
7837,10358
7838,19889
7839,6049
7840,6018
7841,4476
7842,152
7842,23234
7843,16604
7844,24429
7845,894
7846,20216
7847,19776
7847,16550
7848,18689
7849,10438
7850,372
7850,6920
7851,16865
7852,18207
7853,8849
7854,6330
7855,18689
7856,15127
7856,21149
7856,11116
7857,1831
7858,5130
7858,23880
7858,5462
7859,13078
7860,18936
7861,20096
7862,18992
7862,7405
7862,20561
7863,14723
7863,10775
7864,8678
7865,187
7866,16779
7867,24069
7867,5870
7867,23831
7867,2537
7867,11005
7867,21903
7867,6312
7867,10321
7867,6378
7867,1694
7867,22588
7867,2246
7867,230
7867,10814
7867,21477
7867,10419
7867,5437
7867,6327
7867,4249
7868,2440
7869,21339
7870,4924
7871,15720
7872,13910
7873,20042
7874,11279
7874,1503
7875,1381
7876,16531
7876,21815
7876,3642
7876,22981
7876,22087
7876,6254
7876,5015
7876,23294
7876,21343
7876,16244
7876,21657
7876,7745
7876,13751
7876,22777
7876,19311
7876,24876
7876,15432
7876,12517
7876,16358
7876,13119
7876,8764
7876,7741
7876,3665
7876,25012
7876,22509
7877,3807
7878,11760
7879,10548
7880,19210
7881,9006
7882,5237
7883,1065
7883,5758
7884,21591
7884,17689
7885,23285
7885,1092
7886,12341
7886,10400
7886,20005
7886,19387
7886,5561
7886,16221
7886,104
7887,8521
7888,13693
7889,17708
7889,11141
7889,3364
7889,6645
7889,16593
7889,17747
7889,17745
7889,4406
7889,5031
7889,18095
7889,5030
7889,5029
7889,18836
7889,21090
7889,16101
7889,8339
7889,2634
7889,1290
7889,4083
7889,13157
7889,15568
7889,9086
7889,24548
7889,18821
7889,8467
7889,21496
7889,22742
7889,10201
7890,12216
7890,789
7891,6822
7892,9814
7892,11404
7892,22996
7893,9186
7894,20966
7895,19638
7895,905
7896,24664
7897,20529
7898,12324
7899,12781
7899,12529
7900,16175
7900,5803
7900,17207
7900,13606
7900,17197
7900,17203
7900,16314
7900,12117
7900,17533
7900,19366
7901,9854
7902,21997
7902,18729
7903,15118
7903,2604
7903,13736
7904,1759
7904,23398
7905,21957
7906,22848
7907,9327
7907,20561
7907,8610
7908,1889
7908,9912
7908,5098
7909,16972
7910,22128
7910,23024
7910,5308
7910,22529
7910,19889
7911,13582
7912,5965
7913,5929
7914,18540
7915,18689
7916,9714
7917,12944
7917,22337
7918,19014
7919,6187
7920,13540
7921,9327
7922,20182
7923,366
7924,4218
7925,9327
7926,11504
7927,9405
7928,14072
7928,9327
7928,15757
7929,18208
7929,1879
7929,11069
7929,4540
7930,17300
7931,20963
7931,24936
7931,10092
7932,15410
7933,22265
7933,1672
7934,17852
7934,5153
7935,9327
7936,11620
7936,15885
7937,14608
7938,2918
7938,5270
7938,15299
7938,19937
7938,19012
7939,21828
7940,11175
7941,24358
7942,12645
7942,8769
7943,3158
7944,2439
7945,6428
7946,6974
7946,10447
7947,10122
7948,6706
7949,21656
7949,12545
7950,16091
7950,3178
7950,10648
7950,7610
7950,14285
7950,8519
7951,17951
7952,16314
7952,5803
7952,17197
7953,24968
7954,3939
7954,12808
7954,19735
7954,19400
7954,21372
7954,21398
7954,281
7954,5215
7954,4902
7954,5457
7954,7736
7954,6711
7954,1475
7954,3545
7954,19917
7954,23214
7954,19842
7954,1276
7954,14935
7954,21932
7954,2178
7954,7903
7954,18616
7954,14933
7954,14170
7954,7743
7954,21336
7954,13760
7954,15408
7954,19524
7954,20145
7954,10844
7954,10524
7954,11610
7954,10094
7955,5450
7956,13230
7957,6047
7958,19302
7958,21590
7959,22777
7959,20158
7959,15529
7959,24894
7959,21343
7959,5015
7959,22308
7960,23911
7960,23339
7960,8685
7960,23172
7960,13515
7960,18558
7960,11899
7960,12559
7960,22604
7960,8713
7960,5060
7961,22585
7961,20452
7962,104
7963,23575
7963,21440
7963,13724
7963,9543
7963,8562
7963,23523
7964,15352
7965,17040
7966,9327
7967,14204
7968,5499
7969,1507
7969,23755
7970,5961
7970,11342
7970,23476
7970,20721
7970,2589
7970,24919
7970,11220
7970,17633
7970,1365
7970,20472
7970,17583
7971,9327
7972,10581
7973,365
7973,12386
7973,18962
7973,4552
7974,9266
7975,20561
7976,4247
7976,16321
7976,2195
7976,24957
7976,11993
7976,10122
7976,13811
7976,8460
7976,13845
7976,7066
7977,9513
7978,12631
7978,6498
7978,2089
7978,8908
7979,6602
7980,14796
7981,7870
7982,18583
7983,23289
7984,19524
7985,24276
7985,6175
7985,8094
7985,23590
7985,15617
7986,18124
7987,13685
7987,24769
7987,3106
7987,9265
7988,10839
7988,21512
7989,18107
7990,18223
7990,1644
7990,17189
7990,12286
7990,17688
7990,14012
7990,16515
7990,6201
7990,648
7990,10894
7990,2480
7990,11508
7990,12851
7990,21290
7990,13230
7990,6727
7990,10887
7990,23393
7990,7743
7990,24922
7990,20446
7990,19503
7990,10253
7990,3026
7990,22050
7990,2405
7990,5269
7990,17284
7990,1248
7991,17093
7991,19715
7991,14072
7991,15069
7992,18920
7993,10104
7994,19889
7994,9417
7994,10685
7994,19814
7994,23053
7994,12709
7994,24068
7994,14935
7994,10133
7994,18758
7994,21500
7994,12086
7994,7370
7994,8191
7994,12666
7994,11627
7994,16999
7994,4073
7994,12138
7994,3840
7994,19207
7994,17650
7994,2098
7994,14336
7994,13989
7995,10052
7996,4750
7997,13805
7997,17275
7997,145
7997,2977
7997,18722
7997,9037
7997,919
7997,6278
7997,3584
7997,22133
7997,1640
7997,7328
7997,23345
7997,10363
7997,20973
7997,15457
7997,10989
7997,6915
7997,14873
7997,6979
7997,1159
7997,16886
7997,19588
7997,17375
7997,11577
7997,22878
7997,22523
7997,16384
7997,10418
7998,10810
7999,11399
7999,15167
7999,16865
7999,3546
7999,17610
7999,3536
7999,21037
8000,16876
8001,14624
8002,22387
8003,21339
8004,19980
8005,17875
8006,23293
8007,17073
8007,10112
8007,21831
